locus_tag	ftype	length_bp	gene	EC_number	COG	product
ATCC700743_05397	CDS	501	rpsF		COG0360	30S ribosomal protein S6
ATCC700743_05398	CDS	249	rpsR		COG0238	30S ribosomal protein S18
ATCC700743_05399	CDS	585	rplI		COG0359	50S ribosomal protein L9
ATCC700743_05400	CDS	1293	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
ATCC700743_05401	CDS	324	ynfA		COG1742	UPF0060 membrane protein YnfA
ATCC700743_05402	CDS	972				hypothetical protein
ATCC700743_05403	CDS	714				hypothetical protein
ATCC700743_05404	CDS	366				hypothetical protein
ATCC700743_05405	CDS	1254				hypothetical protein
ATCC700743_05406	CDS	1491	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
ATCC700743_05407	CDS	1404	radA	3.6.4.-	COG1066	DNA repair protein RadA
ATCC700743_05408	CDS	669				hypothetical protein
ATCC700743_05409	CDS	1470	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
ATCC700743_05410	CDS	741	yciK	1.-.-.-	COG1028	Uncharacterized oxidoreductase YciK
ATCC700743_05411	CDS	642				hypothetical protein
ATCC700743_05412	CDS	219				hypothetical protein
ATCC700743_05413	CDS	507				hypothetical protein
ATCC700743_05414	CDS	1872				hypothetical protein
ATCC700743_05415	CDS	888				hypothetical protein
ATCC700743_05416	CDS	909				hypothetical protein
ATCC700743_05417	CDS	864				hypothetical protein
ATCC700743_05418	CDS	408				hypothetical protein
ATCC700743_05419	CDS	2223	aas_2		COG0204	Bifunctional protein Aas
ATCC700743_05420	CDS	819				hypothetical protein
ATCC700743_05421	CDS	699	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
ATCC700743_05422	CDS	867	vgb	4.2.99.-		Virginiamycin B lyase
ATCC700743_05423	CDS	348				hypothetical protein
ATCC700743_05424	CDS	1884	atm1_1		COG5265	ATM1-type heavy metal exporter
ATCC700743_05425	CDS	348				hypothetical protein
ATCC700743_05426	CDS	933	dmlR_9			HTH-type transcriptional regulator DmlR
ATCC700743_05427	CDS	798	kefG_2	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
ATCC700743_05428	CDS	1476				hypothetical protein
ATCC700743_05429	CDS	612	fas6	3.2.2.-		Cytokinin riboside 5'-monophosphate phosphoribohydrolase
ATCC700743_05430	CDS	891	hcaR			Hca operon transcriptional activator HcaR
ATCC700743_05431	CDS	291				hypothetical protein
ATCC700743_05432	CDS	996	zntB			Zinc transport protein ZntB
ATCC700743_05433	CDS	933	rarD		COG2962	Protein RarD
ATCC700743_05434	CDS	1617	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
ATCC700743_05435	CDS	951	pip	3.4.11.5		Proline iminopeptidase
ATCC700743_05436	CDS	477				hypothetical protein
ATCC700743_05437	CDS	492				hypothetical protein
ATCC700743_05438	CDS	387				hypothetical protein
ATCC700743_05439	CDS	408				hypothetical protein
ATCC700743_05440	CDS	1434	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
ATCC700743_05441	CDS	99				hypothetical protein
ATCC700743_05442	CDS	156				hypothetical protein
ATCC700743_05443	CDS	762	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
ATCC700743_05444	CDS	426	nudC_2	3.6.1.22		NADH pyrophosphatase
ATCC700743_05445	CDS	378				hypothetical protein
ATCC700743_05446	CDS	258				hypothetical protein
ATCC700743_05447	CDS	792				hypothetical protein
ATCC700743_05448	CDS	1326	allB_1	3.5.2.5	COG0044	Allantoinase
ATCC700743_05449	CDS	861	ygfZ			tRNA-modifying protein YgfZ
ATCC700743_05450	CDS	636				hypothetical protein
ATCC700743_05451	CDS	2142				hypothetical protein
ATCC700743_05452	CDS	891				hypothetical protein
ATCC700743_05453	CDS	927	gcvA_14			Glycine cleavage system transcriptional activator
ATCC700743_05454	CDS	273				hypothetical protein
ATCC700743_05455	CDS	1464	rimK	6.3.2.-		Ribosomal protein S6--L-glutamate ligase
ATCC700743_05456	CDS	1191				hypothetical protein
ATCC700743_05457	CDS	792				hypothetical protein
ATCC700743_05458	CDS	519	ecfG_3			ECF RNA polymerase sigma factor EcfG
ATCC700743_05459	CDS	2754				hypothetical protein
ATCC700743_05460	CDS	762	recO			DNA repair protein RecO
ATCC700743_05461	CDS	1152	omp2b_1			Porin Omp2b
ATCC700743_05462	CDS	804				hypothetical protein
ATCC700743_05463	CDS	1506				hypothetical protein
ATCC700743_05464	CDS	921	era		COG1159	GTPase Era
ATCC700743_05465	CDS	714	rnc	3.1.26.3	COG0571	Ribonuclease 3
ATCC700743_05466	CDS	750	lepB	3.4.21.89	COG0681	Signal peptidase I
ATCC700743_05467	CDS	414	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
ATCC700743_05468	CDS	600				hypothetical protein
ATCC700743_05469	CDS	381			COG0346	Virulence protein STM3117
ATCC700743_05470	CDS	579	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
ATCC700743_05471	CDS	2229	rsh	2.7.6.5		GTP pyrophosphokinase rsh
ATCC700743_05472	CDS	402	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
ATCC700743_05473	CDS	582				hypothetical protein
ATCC700743_05474	CDS	657	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
ATCC700743_05475	CDS	1014				Zinc-type alcohol dehydrogenase-like protein SA1988
ATCC700743_05476	CDS	363				hypothetical protein
ATCC700743_05477	CDS	744	acm_2	3.2.1.17		Lysozyme M1
ATCC700743_05478	CDS	480	smpB			SsrA-binding protein
ATCC700743_05479	CDS	882	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ATCC700743_05480	CDS	2031				hypothetical protein
ATCC700743_05481	CDS	900				hypothetical protein
ATCC700743_05482	CDS	1077	xerC_3			Tyrosine recombinase XerC
ATCC700743_05483	CDS	1089	omp2b_2			Porin Omp2b
ATCC700743_05484	tRNA	91				tRNA-Ser(gct)
ATCC700743_05485	CDS	1191	omp2b_3			Porin Omp2b
ATCC700743_05486	CDS	1437				hypothetical protein
ATCC700743_05487	CDS	213				hypothetical protein
ATCC700743_05488	CDS	1608				hypothetical protein
ATCC700743_05489	CDS	1113	hisC_5	2.6.1.9		Histidinol-phosphate aminotransferase
ATCC700743_05490	CDS	531				hypothetical protein
ATCC700743_05491	CDS	285	yccX	3.6.1.7	COG1254	Acylphosphatase
ATCC700743_05492	CDS	642	fadR			Fatty acid metabolism regulator protein
ATCC700743_05493	CDS	1164	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ATCC700743_05494	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
ATCC700743_05495	CDS	531	ymdB_2	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
ATCC700743_05496	CDS	378				hypothetical protein
ATCC700743_05497	CDS	1983	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
ATCC700743_05498	CDS	1122			COG0683	Leu/Ile/Val-binding protein homolog 3
ATCC700743_05499	CDS	228				hypothetical protein
ATCC700743_05500	CDS	342				hypothetical protein
ATCC700743_05501	CDS	156				hypothetical protein
ATCC700743_05502	CDS	195				hypothetical protein
ATCC700743_05503	CDS	1506	amn	3.2.2.4	COG0775	AMP nucleosidase
ATCC700743_05504	CDS	1011				hypothetical protein
ATCC700743_05505	CDS	597				hypothetical protein
ATCC700743_05506	CDS	1680		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
ATCC700743_05507	CDS	645				hypothetical protein
ATCC700743_05508	CDS	876				hypothetical protein
ATCC700743_05509	CDS	813				hypothetical protein
ATCC700743_05510	CDS	960	ribN_6			Riboflavin transporter
ATCC700743_05511	CDS	2307	cutL_2	1.2.5.3		Carbon monoxide dehydrogenase large chain
ATCC700743_05512	CDS	2646	pepN	3.4.11.2	COG0308	Aminopeptidase N
ATCC700743_05513	CDS	2322	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
ATCC700743_05514	CDS	471				hypothetical protein
ATCC700743_05515	CDS	2961	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
ATCC700743_05516	CDS	1479	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
ATCC700743_05517	CDS	726	cusR		COG0745	Transcriptional regulatory protein CusR
ATCC700743_05518	CDS	1551	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
ATCC700743_05519	CDS	468	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
ATCC700743_05520	CDS	1992	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
ATCC700743_05521	CDS	444	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
ATCC700743_05522	CDS	1140				hypothetical protein
ATCC700743_05523	CDS	645				hypothetical protein
ATCC700743_05524	CDS	1365	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
ATCC700743_05525	CDS	666	phoP_2			Transcriptional regulatory protein PhoP
ATCC700743_05526	CDS	300				hypothetical protein
ATCC700743_05527	CDS	408				hypothetical protein
ATCC700743_05528	CDS	720	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
ATCC700743_05529	CDS	282			COG3039	IS5 family transposase IS427
ATCC700743_05530	CDS	363			COG3039	IS5 family transposase IS427
ATCC700743_05531	CDS	807				hypothetical protein
ATCC700743_05532	CDS	834	potH_3		COG1176	Putrescine transport system permease protein PotH
ATCC700743_05533	CDS	1113				hypothetical protein
ATCC700743_05534	CDS	1095	potA_12	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
ATCC700743_05535	CDS	888	gcvA_15			Glycine cleavage system transcriptional activator
ATCC700743_05536	CDS	1587	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
ATCC700743_05537	CDS	933	arcA_3	3.5.3.6		Arginine deiminase
ATCC700743_05538	CDS	618	puuR_1			HTH-type transcriptional regulator PuuR
ATCC700743_05539	CDS	942	rbsB_9		COG1879	Ribose import binding protein RbsB
ATCC700743_05540	CDS	801	frcA_9	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_05541	CDS	1014	rbsC_21		COG1172	Ribose import permease protein RbsC
ATCC700743_05542	CDS	1089				hypothetical protein
ATCC700743_05543	CDS	771				hypothetical protein
ATCC700743_05544	CDS	912	rbsK_4	2.7.1.15	COG0524	Ribokinase
ATCC700743_05545	CDS	846				hypothetical protein
ATCC700743_05546	CDS	1245	hyuC_3	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
ATCC700743_05547	CDS	2154	mrcA_2		COG5009	Penicillin-binding protein 1A
ATCC700743_05548	CDS	585				hypothetical protein
ATCC700743_05549	CDS	570				hypothetical protein
ATCC700743_05550	CDS	1035				hypothetical protein
ATCC700743_05551	CDS	348				hypothetical protein
ATCC700743_05552	CDS	813				hypothetical protein
ATCC700743_05553	CDS	1824	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
ATCC700743_05554	CDS	351				hypothetical protein
ATCC700743_05555	CDS	429	sufE		COG2166	Cysteine desulfuration protein SufE
ATCC700743_05556	CDS	426	ros_4		COG4957	Transcriptional regulatory protein ros
ATCC700743_05557	CDS	225				hypothetical protein
ATCC700743_05558	CDS	2124	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
ATCC700743_05559	CDS	627	rhtB_9		COG1280	Homoserine/homoserine lactone efflux protein
ATCC700743_05560	CDS	390				hypothetical protein
ATCC700743_05561	CDS	312				hypothetical protein
ATCC700743_05562	CDS	696	nylB_2	3.5.1.46		6-aminohexanoate-dimer hydrolase
ATCC700743_05563	CDS	951	nicB	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
ATCC700743_05564	CDS	438				Cytochrome c-556
ATCC700743_05565	CDS	600	sodB	1.15.1.1	COG0605	Superoxide dismutase [Mn]
ATCC700743_05566	CDS	879	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
ATCC700743_05567	CDS	660	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
ATCC700743_05568	CDS	831				hypothetical protein
ATCC700743_05569	CDS	813	panB_3	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
ATCC700743_05570	CDS	783				hypothetical protein
ATCC700743_05571	CDS	312	ndoA_3			Naphthalene 1,2-dioxygenase system, ferredoxin component
ATCC700743_05572	CDS	825	btuD_13	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ATCC700743_05573	CDS	1071				hypothetical protein
ATCC700743_05574	CDS	981				hypothetical protein
ATCC700743_05575	CDS	1008				hypothetical protein
ATCC700743_05576	CDS	1038				hypothetical protein
ATCC700743_05577	CDS	1548				hypothetical protein
ATCC700743_05578	CDS	1443	mutA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase small subunit
ATCC700743_05579	CDS	2124	mutB	5.4.99.2	COG1884	Probable methylmalonyl-CoA mutase large subunit
ATCC700743_05580	CDS	474	greA_3			Transcription elongation factor GreA
ATCC700743_05581	CDS	1377				hypothetical protein
ATCC700743_05582	CDS	1005				hypothetical protein
ATCC700743_05583	CDS	1167	fadI	2.3.1.16		3-ketoacyl-CoA thiolase
ATCC700743_05584	CDS	591	betI_6		COG1309	HTH-type transcriptional regulator BetI
ATCC700743_05585	CDS	1530	betC	3.1.6.6	COG3119	Choline-sulfatase
ATCC700743_05586	CDS	1002	thadh_2	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
ATCC700743_05587	CDS	1653	betA_2	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
ATCC700743_05588	CDS	1464	betB_4	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
ATCC700743_05589	CDS	2241		5.1.3.11		Cellobiose 2-epimerase
ATCC700743_05590	CDS	909	dmlR_10			HTH-type transcriptional regulator DmlR
ATCC700743_05591	CDS	885				hypothetical protein
ATCC700743_05592	tRNA	77				tRNA-Pro(cgg)
ATCC700743_05593	CDS	453				hypothetical protein
ATCC700743_05594	CDS	648				hypothetical protein
ATCC700743_05595	CDS	507				hypothetical protein
ATCC700743_05596	CDS	282				hypothetical protein
ATCC700743_05597	CDS	228				hypothetical protein
ATCC700743_05598	CDS	438				hypothetical protein
ATCC700743_05599	CDS	345				hypothetical protein
ATCC700743_05600	CDS	1635	yejF_3		COG4172	Uncharacterized ABC transporter ATP-binding protein YejF
ATCC700743_05601	CDS	1122				hypothetical protein
ATCC700743_05602	CDS	924	oppB		COG0601	Oligopeptide transport system permease protein OppB
ATCC700743_05603	CDS	1593	oppA_3		COG4166	Periplasmic oligopeptide-binding protein
ATCC700743_05604	CDS	447				hypothetical protein
ATCC700743_05605	CDS	1770				hypothetical protein
ATCC700743_05606	CDS	1647	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
ATCC700743_05607	CDS	1998	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
ATCC700743_05608	CDS	1629	pgm	5.4.2.2	COG0033	Phosphoglucomutase
ATCC700743_05609	CDS	1446	glgA1	2.4.1.21	COG0297	Glycogen synthase 1
ATCC700743_05610	CDS	1266	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
ATCC700743_05611	CDS	2220	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
ATCC700743_05612	CDS	2469	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
ATCC700743_05613	CDS	804	frcA_10	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_05614	CDS	1062	frcC_2		COG1172	Fructose import permease protein FrcC
ATCC700743_05615	CDS	1035	frcB			Fructose import binding protein FrcB
ATCC700743_05616	CDS	1227				hypothetical protein
ATCC700743_05617	CDS	447	fucU_2	5.1.3.29	COG4154	L-fucose mutarotase
ATCC700743_05618	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
ATCC700743_05619	CDS	1143	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
ATCC700743_05620	CDS	852	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
ATCC700743_05621	CDS	1938	cysNC		COG0529	Bifunctional enzyme CysN/CysC
ATCC700743_05622	CDS	906	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
ATCC700743_05623	CDS	1242				hypothetical protein
ATCC700743_05624	CDS	954				hypothetical protein
ATCC700743_05625	CDS	555	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
ATCC700743_05626	CDS	1989				hypothetical protein
ATCC700743_05627	CDS	1452	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
ATCC700743_05628	CDS	933				hypothetical protein
ATCC700743_05629	CDS	792				hypothetical protein
ATCC700743_05630	CDS	702	tagH	3.6.3.40		Teichoic acids export ATP-binding protein TagH
ATCC700743_05631	CDS	1209				hypothetical protein
ATCC700743_05632	CDS	1830				hypothetical protein
ATCC700743_05633	CDS	1959				hypothetical protein
ATCC700743_05634	CDS	1935				hypothetical protein
ATCC700743_05635	CDS	1059	wbiB	5.1.3.25		dTDP-L-rhamnose 4-epimerase
ATCC700743_05636	CDS	2508				hypothetical protein
ATCC700743_05637	CDS	951				hypothetical protein
ATCC700743_05638	CDS	624	ubiG_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
ATCC700743_05639	CDS	1056				hypothetical protein
ATCC700743_05640	CDS	879	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
ATCC700743_05641	CDS	1071	rffG_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
ATCC700743_05642	CDS	552	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
ATCC700743_05643	CDS	882	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
ATCC700743_05644	CDS	1020	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
ATCC700743_05645	CDS	591				hypothetical protein
ATCC700743_05646	CDS	909				hypothetical protein
ATCC700743_05647	CDS	786				hypothetical protein
ATCC700743_05648	CDS	1629	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
ATCC700743_05649	CDS	357				hypothetical protein
ATCC700743_05650	CDS	390				hypothetical protein
ATCC700743_05651	CDS	741				hypothetical protein
ATCC700743_05652	CDS	2679	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
ATCC700743_05653	CDS	345				hypothetical protein
ATCC700743_05654	tRNA	75				tRNA-Gln(ttg)
ATCC700743_05655	CDS	369				hypothetical protein
ATCC700743_05656	CDS	3459	smc_2			Chromosome partition protein Smc
ATCC700743_05657	CDS	744				hypothetical protein
ATCC700743_05658	CDS	510				hypothetical protein
ATCC700743_05659	CDS	1134	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
ATCC700743_05660	CDS	639	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
ATCC700743_05661	CDS	1134				hypothetical protein
ATCC700743_05662	CDS	690	yieH_5	3.1.3.-	COG0637	6-phosphogluconate phosphatase
ATCC700743_05663	CDS	726				hypothetical protein
ATCC700743_05664	CDS	1398	thrC	4.2.3.1	COG0498	Threonine synthase
ATCC700743_05665	CDS	1293		3.4.24.-	COG0612	Uncharacterized zinc protease Rv2782c
ATCC700743_05666	CDS	597				hypothetical protein
ATCC700743_05667	CDS	2889				hypothetical protein
ATCC700743_05668	CDS	693			COG1678	UPF0301 protein VC_0467
ATCC700743_05669	CDS	807				hypothetical protein
ATCC700743_05670	CDS	483		1.11.1.15		Peroxiredoxin sll1621
ATCC700743_05671	CDS	477				hypothetical protein
ATCC700743_05672	CDS	291				hypothetical protein
ATCC700743_05673	CDS	282				hypothetical protein
ATCC700743_05674	CDS	579				hypothetical protein
ATCC700743_05675	CDS	534	rnhA	3.1.26.4		Ribonuclease H
ATCC700743_05676	CDS	963	thrB_1	2.7.1.39	COG2334	Homoserine kinase
ATCC700743_05677	CDS	1011	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
ATCC700743_05678	CDS	756				hypothetical protein
ATCC700743_05679	CDS	387				hypothetical protein
ATCC700743_05680	CDS	492				hypothetical protein
ATCC700743_05681	CDS	882	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
ATCC700743_05682	CDS	633	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
ATCC700743_05683	CDS	159				hypothetical protein
ATCC700743_05684	CDS	945	ctaB_2	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
ATCC700743_05685	CDS	1653	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
ATCC700743_05686	CDS	885	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
ATCC700743_05687	CDS	561				hypothetical protein
ATCC700743_05688	CDS	1413	tldD	3.4.-.-	COG0312	Metalloprotease TldD
ATCC700743_05689	CDS	246	cobB_2	3.5.1.-		NAD-dependent protein deacylase
ATCC700743_05690	CDS	675				hypothetical protein
ATCC700743_05691	CDS	276				hypothetical protein
ATCC700743_05692	CDS	2580				hypothetical protein
ATCC700743_05693	CDS	1239	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
ATCC700743_05694	CDS	765	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
ATCC700743_05695	CDS	402				hypothetical protein
ATCC700743_05696	CDS	294				hypothetical protein
ATCC700743_05697	CDS	1914	dxs_4	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ATCC700743_05698	CDS	921				hypothetical protein
ATCC700743_05699	CDS	267				hypothetical protein
ATCC700743_05700	CDS	252	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
ATCC700743_05701	CDS	927		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
ATCC700743_05702	CDS	984	fbiB	6.3.2.34		Coenzyme F420:L-glutamate ligase
ATCC700743_05703	CDS	984				hypothetical protein
ATCC700743_05704	CDS	609				hypothetical protein
ATCC700743_05705	CDS	1224				hypothetical protein
ATCC700743_05706	CDS	1101	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
ATCC700743_05707	CDS	1116	aroC	4.2.3.5	COG0082	Chorismate synthase
ATCC700743_05708	CDS	261				hypothetical protein
ATCC700743_05709	CDS	588	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ATCC700743_05710	CDS	819	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
ATCC700743_05711	CDS	930	cbpA		COG2214	Curved DNA-binding protein
ATCC700743_05712	CDS	462				hypothetical protein
ATCC700743_05713	CDS	618	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
ATCC700743_05714	CDS	753	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
ATCC700743_05715	CDS	1770	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
ATCC700743_05716	CDS	237				hypothetical protein
ATCC700743_05717	CDS	1113				hypothetical protein
ATCC700743_05718	CDS	1278	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
ATCC700743_05719	CDS	822				hypothetical protein
ATCC700743_05720	CDS	912				hypothetical protein
ATCC700743_05721	CDS	984	ubiA_2	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
ATCC700743_05722	CDS	567				hypothetical protein
ATCC700743_05723	CDS	1431		1.-.-.-	COG0277	Uncharacterized FAD-linked oxidoreductase Rv2280
ATCC700743_05724	CDS	954	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
ATCC700743_05725	CDS	441				hypothetical protein
ATCC700743_05726	CDS	390				hypothetical protein
ATCC700743_05727	CDS	345				hypothetical protein
ATCC700743_05728	CDS	2379	glyS	6.1.1.14		Glycine--tRNA ligase beta subunit
ATCC700743_05729	CDS	945	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
ATCC700743_05730	CDS	462				hypothetical protein
ATCC700743_05731	CDS	1776	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
ATCC700743_05732	CDS	438				hypothetical protein
ATCC700743_05733	CDS	594	bioY2		COG1268	Biotin transporter BioY2
ATCC700743_05734	CDS	669	rspR_5		COG1802	HTH-type transcriptional repressor RspR
ATCC700743_05735	CDS	1017	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
ATCC700743_05736	CDS	228				hypothetical protein
ATCC700743_05737	CDS	816	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
ATCC700743_05738	CDS	861	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
ATCC700743_05739	CDS	186				hypothetical protein
ATCC700743_05740	CDS	888	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ATCC700743_05741	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
ATCC700743_05742	CDS	975				hypothetical protein
ATCC700743_05743	CDS	582				hypothetical protein
ATCC700743_05744	CDS	1206				hypothetical protein
ATCC700743_05745	CDS	696	rnhB	3.1.26.4	COG0164	Ribonuclease HII
ATCC700743_05746	CDS	492	atpF_1		COG0711	ATP synthase subunit b
ATCC700743_05747	CDS	600	atpF_2			ATP synthase subunit b
ATCC700743_05748	CDS	225	atpE			ATP synthase subunit c
ATCC700743_05749	CDS	759	atpB		COG0356	ATP synthase subunit a
ATCC700743_05750	CDS	408				hypothetical protein
ATCC700743_05751	CDS	1185				hypothetical protein
ATCC700743_05752	CDS	891				hypothetical protein
ATCC700743_05753	CDS	237				hypothetical protein
ATCC700743_05754	CDS	597				hypothetical protein
ATCC700743_05755	CDS	471				hypothetical protein
ATCC700743_05756	CDS	162				hypothetical protein
ATCC700743_05757	CDS	159				hypothetical protein
ATCC700743_05758	CDS	234				hypothetical protein
ATCC700743_05759	CDS	384				hypothetical protein
ATCC700743_05760	CDS	111				hypothetical protein
ATCC700743_05761	CDS	339				hypothetical protein
ATCC700743_05762	CDS	492				hypothetical protein
ATCC700743_05763	CDS	165				hypothetical protein
ATCC700743_05764	CDS	174				hypothetical protein
ATCC700743_05765	CDS	219				hypothetical protein
ATCC700743_05766	CDS	774				hypothetical protein
ATCC700743_05767	CDS	966				hypothetical protein
ATCC700743_05768	CDS	3264				hypothetical protein
ATCC700743_05769	CDS	1023				hypothetical protein
ATCC700743_05770	CDS	606				hypothetical protein
ATCC700743_05771	CDS	1911				hypothetical protein
ATCC700743_05772	CDS	393				hypothetical protein
ATCC700743_05773	CDS	450				hypothetical protein
ATCC700743_05774	CDS	399				hypothetical protein
ATCC700743_05775	CDS	327				hypothetical protein
ATCC700743_05776	CDS	300				hypothetical protein
ATCC700743_05777	CDS	486				hypothetical protein
ATCC700743_05778	CDS	348				hypothetical protein
ATCC700743_05779	CDS	1002				hypothetical protein
ATCC700743_05780	CDS	1416				hypothetical protein
ATCC700743_05781	CDS	168				hypothetical protein
ATCC700743_05782	CDS	990				hypothetical protein
ATCC700743_05783	CDS	813				hypothetical protein
ATCC700743_05784	CDS	210				hypothetical protein
ATCC700743_05785	CDS	609				hypothetical protein
ATCC700743_05786	CDS	495	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
